,stationCode,station_id,num_bikes_available,numBikesAvailable,num_bikes_available_types,num_docks_available,numDocksAvailable,is_installed,is_returning,is_renting,last_reported,mechanical,ebike
713,15060,30641281,8,8,"[{'mechanical': 6}, {'ebike': 2}]",12,12,1,1,1,1669293662,6,2
714,16007,54000593,19,19,"[{'mechanical': 6}, {'ebike': 13}]",17,17,1,1,1,1669293647,6,13
715,10110,27362949,2,2,"[{'mechanical': 1}, {'ebike': 1}]",28,28,1,1,1,1669293426,1,1
716,15131,1057003116,2,2,"[{'mechanical': 0}, {'ebike': 2}]",27,27,1,1,1,1669293702,0,2
717,10037,285726279,0,0,"[{'mechanical': 0}, {'ebike': 0}]",24,24,1,1,1,1669293496,0,0
718,20002,285454061,0,0,"[{'mechanical': 0}, {'ebike': 0}]",14,14,1,1,1,1669293501,0,0
719,16014,213686471,6,6,"[{'mechanical': 4}, {'ebike': 2}]",14,14,1,1,1,1669293465,4,2
720,9036,7261,12,12,"[{'mechanical': 12}, {'ebike': 0}]",7,7,1,1,1,1669293464,12,0
721,12006,291354793,49,49,"[{'mechanical': 33}, {'ebike': 16}]",0,0,1,1,1,1669293707,33,16
722,15125,213685863,51,51,"[{'mechanical': 43}, {'ebike': 8}]",0,0,1,1,1,1669293738,43,8
723,10152,653062048,3,3,"[{'mechanical': 0}, {'ebike': 3}]",20,20,1,1,1,1669293620,0,3
724,31707,213936755,0,0,"[{'mechanical': 0}, {'ebike': 0}]",49,49,1,0,0,1597371137,0,0
725,13027,653079135,2,2,"[{'mechanical': 1}, {'ebike': 1}]",13,13,1,1,1,1669293667,1,1
726,17029,38319086,1,1,"[{'mechanical': 1}, {'ebike': 0}]",33,33,1,1,1,1669293596,1,0
727,21118,653129435,5,5,"[{'mechanical': 4}, {'ebike': 1}]",8,8,1,1,1,1669293353,4,1
728,10004,221032834,15,15,"[{'mechanical': 10}, {'ebike': 5}]",31,31,1,1,1,1669293482,10,5
729,11103,124622630,11,11,"[{'mechanical': 9}, {'ebike': 2}]",26,26,1,1,1,1669293489,9,2
730,10153,594942659,2,2,"[{'mechanical': 2}, {'ebike': 0}]",17,17,1,1,1,1669293622,2,0
731,8008,96512532,11,11,"[{'mechanical': 5}, {'ebike': 6}]",3,3,1,1,1,1669281805,5,6
732,21203,362178041,4,4,"[{'mechanical': 0}, {'ebike': 4}]",23,23,1,1,1,1669293357,0,4
733,5034,100783424,21,21,"[{'mechanical': 9}, {'ebike': 12}]",44,44,1,1,1,1669293711,9,12
734,22013,422639331,21,21,"[{'mechanical': 13}, {'ebike': 8}]",10,10,1,1,1,1669293706,13,8
735,21115,1057061349,0,0,"[{'mechanical': 0}, {'ebike': 0}]",32,32,1,1,1,1669293425,0,0
736,19025,292871105,1,1,"[{'mechanical': 0}, {'ebike': 1}]",20,20,1,1,1,1669293724,0,1
737,16009,38280,7,7,"[{'mechanical': 0}, {'ebike': 7}]",8,8,1,1,1,1669293687,0,7
738,21029,653125838,24,24,"[{'mechanical': 14}, {'ebike': 10}]",4,4,1,1,1,1669293685,14,10
739,7111,476053320,4,4,"[{'mechanical': 2}, {'ebike': 2}]",22,22,1,1,1,1669293683,2,2
740,20039,129121741,3,3,"[{'mechanical': 0}, {'ebike': 3}]",47,47,1,1,1,1669293629,0,3
741,15072,404947652,19,19,"[{'mechanical': 19}, {'ebike': 0}]",14,14,1,1,1,1669293546,19,0
742,21708,129142199,3,3,"[{'mechanical': 1}, {'ebike': 2}]",27,27,1,1,1,1669293579,1,2
743,10017,210584503,4,4,"[{'mechanical': 2}, {'ebike': 2}]",10,10,1,1,1,1669293737,2,2
744,14101,42541542,1,1,"[{'mechanical': 1}, {'ebike': 0}]",31,31,1,1,1,1669293688,1,0
745,13048,27363558,2,2,"[{'mechanical': 1}, {'ebike': 1}]",26,26,1,1,1,1669293443,1,1
746,41210,214109662,0,0,"[{'mechanical': 0}, {'ebike': 0}]",20,20,1,1,1,1669293193,0,0
747,42304,653122771,14,14,"[{'mechanical': 11}, {'ebike': 3}]",7,7,1,1,1,1669293729,11,3
748,11109,35147530,0,0,"[{'mechanical': 0}, {'ebike': 0}]",20,20,1,1,1,1669293570,0,0
749,21316,1057081237,1,1,"[{'mechanical': 1}, {'ebike': 0}]",23,23,1,1,1,1669293616,1,0
750,15052,101756482,1,1,"[{'mechanical': 1}, {'ebike': 0}]",46,46,1,1,1,1669293627,1,0
751,31021,1057179405,2,2,"[{'mechanical': 0}, {'ebike': 2}]",26,26,1,1,1,1669293634,0,2
752,44002,653135400,24,24,"[{'mechanical': 20}, {'ebike': 4}]",2,2,1,1,1,1669293737,20,4
753,16115,213689228,17,17,"[{'mechanical': 4}, {'ebike': 13}]",24,24,1,1,1,1669293328,4,13
754,13039,409364001,1,1,"[{'mechanical': 0}, {'ebike': 1}]",17,17,1,1,1,1669293278,0,1
755,15123,129079313,1,1,"[{'mechanical': 1}, {'ebike': 0}]",42,42,1,1,1,1669293305,1,0
756,21307,129135654,15,15,"[{'mechanical': 13}, {'ebike': 2}]",16,16,1,1,1,1669293713,13,2
757,13121,653080383,43,43,"[{'mechanical': 38}, {'ebike': 5}]",0,0,1,1,1,1669293713,38,5
758,21030,1057039016,10,10,"[{'mechanical': 5}, {'ebike': 5}]",10,10,1,1,1,1669293434,5,5
759,21031,1057045129,26,26,"[{'mechanical': 24}, {'ebike': 2}]",13,13,1,1,1,1669293661,24,2
760,16024,1190800638,16,16,"[{'mechanical': 12}, {'ebike': 4}]",4,4,1,1,1,1669293691,12,4
761,21702,302725495,1,1,"[{'mechanical': 0}, {'ebike': 1}]",49,49,1,1,1,1669293457,0,1
762,15043,303102719,1,1,"[{'mechanical': 1}, {'ebike': 0}]",10,10,1,1,1,1669293681,1,0
763,17039,27363277,6,6,"[{'mechanical': 3}, {'ebike': 3}]",30,30,1,1,1,1669293657,3,3
764,5107,6295,10,10,"[{'mechanical': 2}, {'ebike': 8}]",11,11,1,1,1,1669293709,2,8
765,22604,303452950,2,2,"[{'mechanical': 0}, {'ebike': 2}]",32,32,1,1,1,1669293403,0,2
766,20009,54000617,1,1,"[{'mechanical': 1}, {'ebike': 0}]",17,17,1,1,1,1669293721,1,0
767,17033,213691137,0,0,"[{'mechanical': 0}, {'ebike': 0}]",30,30,1,0,0,1526880629,0,0
768,21213,653131074,3,3,"[{'mechanical': 0}, {'ebike': 3}]",20,20,1,1,1,1669293728,0,3
769,16101,308082350,16,16,"[{'mechanical': 6}, {'ebike': 10}]",0,0,1,1,1,1669293717,6,10
770,42305,653126035,1,1,"[{'mechanical': 0}, {'ebike': 1}]",19,19,1,1,1,1669293397,0,1
771,11032,210745258,2,2,"[{'mechanical': 2}, {'ebike': 0}]",41,41,1,1,1,1669293704,2,0
772,10012,37921892,2,2,"[{'mechanical': 1}, {'ebike': 1}]",22,22,1,1,1,1669293590,1,1
773,16003,457834134,23,23,"[{'mechanical': 21}, {'ebike': 2}]",4,4,1,1,1,1669293719,21,2
774,21028,653123610,2,2,"[{'mechanical': 2}, {'ebike': 0}]",32,32,1,1,1,1669293623,2,0
775,9101,36473,0,0,"[{'mechanical': 0}, {'ebike': 0}]",13,13,1,0,0,1665409962,0,0
776,42003,35101194,20,20,"[{'mechanical': 17}, {'ebike': 3}]",8,8,1,1,1,1669293614,17,3
777,20007,54000615,4,4,"[{'mechanical': 1}, {'ebike': 3}]",45,45,1,1,1,1669293717,1,3
778,32301,135806005,3,3,"[{'mechanical': 0}, {'ebike': 3}]",13,13,1,1,1,1669293666,0,3
779,12043,66491395,20,20,"[{'mechanical': 18}, {'ebike': 2}]",16,16,1,1,1,1669293674,18,2
780,20108,102326776,0,0,"[{'mechanical': 0}, {'ebike': 0}]",23,23,1,0,0,1667780647,0,0
781,21219,653135378,0,0,"[{'mechanical': 0}, {'ebike': 0}]",35,35,1,1,1,1669293319,0,0
782,10018,54000562,0,0,"[{'mechanical': 0}, {'ebike': 0}]",29,29,1,1,1,1669293540,0,0
783,22008,402212574,26,26,"[{'mechanical': 11}, {'ebike': 15}]",2,2,1,1,1,1669293694,11,15
784,31025,1057184567,2,2,"[{'mechanical': 0}, {'ebike': 2}]",32,32,1,1,1,1669293460,0,2
785,32001,213952930,0,0,"[{'mechanical': 0}, {'ebike': 0}]",30,30,1,0,0,1669293733,0,0
786,5014,34235349,5,5,"[{'mechanical': 2}, {'ebike': 3}]",23,23,1,1,1,1669293656,2,3
787,13011,210751059,4,4,"[{'mechanical': 0}, {'ebike': 4}]",10,10,1,1,1,1669293659,0,4
788,32011,1057203651,33,33,"[{'mechanical': 13}, {'ebike': 20}]",10,10,1,1,1,1669293693,13,20
789,13033,453172172,5,5,"[{'mechanical': 2}, {'ebike': 3}]",8,8,1,1,1,1669293714,2,3
790,42701,478385490,2,2,"[{'mechanical': 0}, {'ebike': 2}]",27,27,1,1,1,1669293727,0,2
791,20122,213706622,4,4,"[{'mechanical': 0}, {'ebike': 4}]",19,19,1,1,1,1669293697,0,4
792,16020,213686749,2,2,"[{'mechanical': 1}, {'ebike': 1}]",33,33,1,1,1,1669293405,1,1
793,18027,82572699,0,0,"[{'mechanical': 0}, {'ebike': 0}]",27,27,1,1,1,1669293718,0,0
794,11038,311552027,8,8,"[{'mechanical': 4}, {'ebike': 4}]",33,33,1,1,1,1669293534,4,4
795,4003,27269170,5,5,"[{'mechanical': 4}, {'ebike': 1}]",13,13,1,1,1,1669293442,4,1
796,16030,82550543,11,11,"[{'mechanical': 8}, {'ebike': 3}]",42,42,1,1,1,1669293724,8,3
797,8020,82375611,0,0,"[{'mechanical': 0}, {'ebike': 0}]",42,42,1,1,1,1669293416,0,0
798,17015,443402852,0,0,"[{'mechanical': 0}, {'ebike': 0}]",46,46,1,1,1,1669293616,0,0
799,22501,1062162270,6,6,"[{'mechanical': 3}, {'ebike': 3}]",12,12,1,1,1,1669293597,3,3
800,15023,38192,7,7,"[{'mechanical': 6}, {'ebike': 1}]",27,27,1,1,1,1669293462,6,1
801,4001,84958519,8,8,"[{'mechanical': 5}, {'ebike': 3}]",23,23,1,1,1,1669293616,5,3
802,8549,559980654,23,23,"[{'mechanical': 9}, {'ebike': 14}]",1,1,1,1,1,1669293700,9,14
803,13126,1057302263,2,2,"[{'mechanical': 2}, {'ebike': 0}]",14,14,1,1,1,1669293639,2,0
804,13128,1057319366,22,22,"[{'mechanical': 13}, {'ebike': 9}]",5,5,1,1,1,1669293616,13,9
805,23003,458086607,17,17,"[{'mechanical': 15}, {'ebike': 2}]",10,10,1,1,1,1669293730,15,2
806,11021,7247,1,1,"[{'mechanical': 0}, {'ebike': 1}]",22,22,1,1,1,1669293713,0,1
807,14131,653081846,1,1,"[{'mechanical': 0}, {'ebike': 1}]",29,29,1,1,1,1669293726,0,1
808,17023,213689815,7,7,"[{'mechanical': 5}, {'ebike': 2}]",29,29,1,1,1,1669293273,5,2
809,19108,443198808,5,5,"[{'mechanical': 2}, {'ebike': 3}]",29,29,1,1,1,1669293735,2,3
810,44007,620676855,15,15,"[{'mechanical': 15}, {'ebike': 0}]",7,7,1,1,1,1669293698,15,0
811,4016,98187918,20,20,"[{'mechanical': 14}, {'ebike': 6}]",37,37,1,1,1,1669293700,14,6
812,6008,13191324,20,20,"[{'mechanical': 6}, {'ebike': 14}]",12,12,1,1,1,1669293431,6,14
813,10105,210738704,10,10,"[{'mechanical': 10}, {'ebike': 0}]",14,14,1,1,1,1669293704,10,0
814,42501,102745622,21,21,"[{'mechanical': 20}, {'ebike': 1}]",7,7,1,1,1,1669293679,20,1
815,35001,213999554,5,5,"[{'mechanical': 4}, {'ebike': 1}]",14,14,1,1,1,1669293702,4,1
816,13109,213677219,0,0,"[{'mechanical': 0}, {'ebike': 0}]",19,19,1,1,1,1669293741,0,0
817,4002,6294,14,14,"[{'mechanical': 10}, {'ebike': 4}]",4,4,1,1,1,1669293692,10,4
818,21204,85155919,3,3,"[{'mechanical': 0}, {'ebike': 3}]",27,27,1,1,1,1669293574,0,3
819,42209,1062238429,16,16,"[{'mechanical': 16}, {'ebike': 0}]",1,1,1,1,1,1669293629,16,0
820,43001,369011098,3,3,"[{'mechanical': 1}, {'ebike': 2}]",19,19,1,1,1,1669293385,1,2
821,22206,102343591,4,4,"[{'mechanical': 1}, {'ebike': 3}]",27,27,1,1,1,1669293322,1,3
822,13106,27415150,3,3,"[{'mechanical': 2}, {'ebike': 1}]",19,19,1,1,1,1669293692,2,1
823,17003,82565383,2,2,"[{'mechanical': 1}, {'ebike': 1}]",41,41,1,1,1,1669293194,1,1
824,14010,101491821,3,3,"[{'mechanical': 0}, {'ebike': 3}]",38,38,1,1,1,1669293721,0,3
825,21217,653134004,3,3,"[{'mechanical': 0}, {'ebike': 3}]",23,23,1,1,1,1669293522,0,3
826,15064,27415246,42,42,"[{'mechanical': 36}, {'ebike': 6}]",2,2,1,1,1,1669293635,36,6
827,15030,389788858,21,21,"[{'mechanical': 18}, {'ebike': 3}]",47,47,1,1,1,1669293730,18,3
828,9114,1056947780,4,4,"[{'mechanical': 0}, {'ebike': 4}]",26,26,1,1,1,1669293643,0,4
829,16011,38327,14,14,"[{'mechanical': 5}, {'ebike': 9}]",15,15,1,1,1,1669293510,5,9
830,12007,100925033,40,40,"[{'mechanical': 35}, {'ebike': 5}]",3,3,1,1,1,1669293686,35,5
831,25001,109609241,22,22,"[{'mechanical': 4}, {'ebike': 18}]",9,9,1,1,1,1669293662,4,18
832,35007,82562496,0,0,"[{'mechanical': 0}, {'ebike': 0}]",20,20,1,1,1,1669293721,0,0
833,47001,235197110,39,39,"[{'mechanical': 35}, {'ebike': 4}]",5,5,1,1,1,1669293654,35,4
834,44101,417088374,29,29,"[{'mechanical': 25}, {'ebike': 4}]",10,10,1,1,1,1669293602,25,4
835,31007,129145892,9,9,"[{'mechanical': 7}, {'ebike': 2}]",40,40,1,1,1,1669293196,7,2
836,13032,439750210,4,4,"[{'mechanical': 3}, {'ebike': 1}]",22,22,1,1,1,1669293703,3,1
837,21306,82584215,52,52,"[{'mechanical': 38}, {'ebike': 14}]",6,6,1,1,1,1669293684,38,14
838,8037,42720305,12,12,"[{'mechanical': 0}, {'ebike': 12}]",25,25,1,1,1,1669293673,0,12
839,27004,653205656,3,3,"[{'mechanical': 1}, {'ebike': 2}]",24,24,1,1,1,1669293697,1,2
840,22303,653147618,17,17,"[{'mechanical': 15}, {'ebike': 2}]",8,8,1,1,1,1669293568,15,2
841,18038,335989765,3,3,"[{'mechanical': 1}, {'ebike': 2}]",45,45,1,1,1,1669293728,1,2
842,92001,417623119,4,4,"[{'mechanical': 2}, {'ebike': 2}]",15,15,1,1,1,1669293416,2,2
843,23004,54000632,20,20,"[{'mechanical': 14}, {'ebike': 6}]",15,15,1,1,1,1669293630,14,6
844,43010,428088564,0,0,"[{'mechanical': 0}, {'ebike': 0}]",24,24,1,1,1,1669293714,0,0
845,17107,365886904,11,11,"[{'mechanical': 6}, {'ebike': 5}]",25,25,1,1,1,1669293569,6,5
846,15057,653083263,32,32,"[{'mechanical': 20}, {'ebike': 12}]",7,7,1,1,1,1669293718,20,12
847,16002,85015750,23,23,"[{'mechanical': 13}, {'ebike': 10}]",14,14,1,1,1,1669293659,13,10
848,15004,27064639,0,0,"[{'mechanical': 0}, {'ebike': 0}]",20,20,1,1,1,1669293589,0,0
849,23010,102722579,7,7,"[{'mechanical': 5}, {'ebike': 2}]",19,19,1,1,1,1669293689,5,2
850,6027,75641607,12,12,"[{'mechanical': 8}, {'ebike': 4}]",18,18,1,1,1,1669293442,8,4
851,18007,39151458,5,5,"[{'mechanical': 1}, {'ebike': 4}]",13,13,1,1,1,1669293602,1,4
852,15005,213682190,3,3,"[{'mechanical': 2}, {'ebike': 1}]",40,40,1,1,1,1669293732,2,1
853,19128,468354634,2,2,"[{'mechanical': 1}, {'ebike': 1}]",28,28,1,1,1,1669293173,1,1
854,22408,379063990,1,1,"[{'mechanical': 0}, {'ebike': 1}]",21,21,1,1,1,1669293480,0,1
855,11017,221036108,2,2,"[{'mechanical': 0}, {'ebike': 2}]",45,45,1,1,1,1669293677,0,2
856,18006,213692227,4,4,"[{'mechanical': 1}, {'ebike': 3}]",32,32,1,1,1,1669293677,1,3
857,21401,653137566,0,0,"[{'mechanical': 0}, {'ebike': 0}]",31,31,1,1,1,1669293603,0,0
858,13044,213674686,2,2,"[{'mechanical': 0}, {'ebike': 2}]",31,31,1,1,1,1669293591,0,2
859,9027,38522,0,0,"[{'mechanical': 0}, {'ebike': 0}]",23,23,1,1,1,1669293599,0,0
860,17108,488889101,9,9,"[{'mechanical': 7}, {'ebike': 2}]",20,20,1,1,1,1669293648,7,2
861,4020,266422568,10,10,"[{'mechanical': 8}, {'ebike': 2}]",11,11,1,1,1,1669293738,8,2
862,15022,488872892,4,4,"[{'mechanical': 2}, {'ebike': 2}]",38,38,1,1,1,1669293719,2,2
863,9024,129016495,49,49,"[{'mechanical': 33}, {'ebike': 16}]",3,3,1,1,1,1669293725,33,16
864,16001,488800137,23,23,"[{'mechanical': 3}, {'ebike': 20}]",1,1,1,1,1,1669293653,3,20
865,1021,1057730786,12,12,"[{'mechanical': 9}, {'ebike': 3}]",5,5,1,1,1,1669293737,9,3
866,33015,131094294,5,5,"[{'mechanical': 0}, {'ebike': 5}]",20,20,1,1,1,1669293702,0,5
867,15311,1057335613,30,30,"[{'mechanical': 11}, {'ebike': 19}]",0,0,1,1,1,1669293741,11,19
868,35006,491687415,7,7,"[{'mechanical': 2}, {'ebike': 5}]",15,15,1,1,1,1669293639,2,5
869,41205,653083675,0,0,"[{'mechanical': 0}, {'ebike': 0}]",20,20,1,1,1,1669293655,0,0
870,18041,39202840,2,2,"[{'mechanical': 1}, {'ebike': 1}]",17,17,1,1,1,1669293727,1,1
871,22015,653141822,5,5,"[{'mechanical': 4}, {'ebike': 1}]",14,14,1,1,1,1669293612,4,1
872,12018,488980540,3,3,"[{'mechanical': 2}, {'ebike': 1}]",31,31,1,1,1,1669293601,2,1
873,17111,54000599,3,3,"[{'mechanical': 2}, {'ebike': 1}]",20,20,1,1,1,1669293678,2,1
874,44016,1057221951,20,20,"[{'mechanical': 13}, {'ebike': 7}]",5,5,1,1,1,1669293546,13,7
875,44005,653137567,7,7,"[{'mechanical': 1}, {'ebike': 6}]",14,14,1,1,1,1669293569,1,6
876,17119,54000600,1,1,"[{'mechanical': 0}, {'ebike': 1}]",31,31,1,1,1,1669293456,0,1
877,15011,82455731,4,4,"[{'mechanical': 3}, {'ebike': 1}]",57,57,1,1,1,1669293589,3,1
878,9004,15212034,1,1,"[{'mechanical': 0}, {'ebike': 1}]",18,18,1,1,1,1669293326,0,1
879,7017,494183852,31,31,"[{'mechanical': 29}, {'ebike': 2}]",9,9,1,1,1,1669293738,29,2
880,51002,1057399900,4,4,"[{'mechanical': 3}, {'ebike': 1}]",21,21,1,1,1,1669293676,3,1
881,15071,559595472,5,5,"[{'mechanical': 2}, {'ebike': 3}]",17,17,1,1,1,1669293723,2,3
882,4021,210395439,4,4,"[{'mechanical': 2}, {'ebike': 2}]",17,17,1,1,1,1669293737,2,2
883,32601,491932748,1,1,"[{'mechanical': 0}, {'ebike': 1}]",36,36,1,1,1,1669293543,0,1
884,15102,1057329581,12,12,"[{'mechanical': 12}, {'ebike': 0}]",9,9,1,1,1,1669293730,12,0
885,33016,1057378487,7,7,"[{'mechanical': 5}, {'ebike': 2}]",14,14,1,1,1,1669293639,5,2
886,12026,1057737444,47,47,"[{'mechanical': 35}, {'ebike': 12}]",2,2,1,1,1,1669293650,35,12
887,6012,82336035,15,15,"[{'mechanical': 7}, {'ebike': 8}]",3,3,1,1,1,1669293704,7,8
888,27005,1314450240,8,8,"[{'mechanical': 5}, {'ebike': 3}]",11,11,1,1,1,1669293531,5,3
889,17123,2515636592,3,3,"[{'mechanical': 0}, {'ebike': 3}]",14,14,1,1,1,1669293329,0,3
890,12005,100923502,9,9,"[{'mechanical': 9}, {'ebike': 0}]",6,6,1,1,1,1669293733,9,0
891,13009,255322397,7,7,"[{'mechanical': 1}, {'ebike': 6}]",19,19,1,1,1,1669293631,1,6
892,21501,653139063,21,21,"[{'mechanical': 20}, {'ebike': 1}]",31,31,1,1,1,1669293663,20,1
893,21319,1057091571,27,27,"[{'mechanical': 15}, {'ebike': 12}]",1,1,1,1,1,1669293610,15,12
894,9102,210582231,12,12,"[{'mechanical': 10}, {'ebike': 2}]",13,13,1,1,1,1669293632,10,2
895,18044,653087180,4,4,"[{'mechanical': 0}, {'ebike': 4}]",27,27,1,1,1,1669293742,0,4
896,9006,312870435,1,1,"[{'mechanical': 1}, {'ebike': 0}]",13,13,1,1,1,1669293676,1,0
897,21314,1057354004,25,25,"[{'mechanical': 18}, {'ebike': 7}]",3,3,1,1,1,1669293735,18,7
898,18030,129106450,3,3,"[{'mechanical': 2}, {'ebike': 1}]",31,31,1,1,1,1669293599,2,1
899,92006,1057405802,16,16,"[{'mechanical': 5}, {'ebike': 11}]",14,14,1,1,1,1669293416,5,11
900,5024,27414544,0,0,"[{'mechanical': 0}, {'ebike': 0}]",21,21,1,1,1,1669293638,0,0
901,31005,213894629,8,8,"[{'mechanical': 4}, {'ebike': 4}]",36,36,1,1,1,1669293526,4,4
902,12038,129059516,2,2,"[{'mechanical': 2}, {'ebike': 0}]",42,42,1,1,1,1669293664,2,0
903,22202,583171360,0,0,"[{'mechanical': 0}, {'ebike': 0}]",29,29,1,0,0,1659732211,0,0
904,13516,1227051850,0,0,"[{'mechanical': 0}, {'ebike': 0}]",40,40,1,1,1,1669293658,0,0
905,12155,1057748427,18,18,"[{'mechanical': 16}, {'ebike': 2}]",24,24,1,1,1,1669293377,16,2
906,9011,54000560,7,7,"[{'mechanical': 6}, {'ebike': 1}]",11,11,1,1,1,1669293723,6,1
907,7109,1062742831,4,4,"[{'mechanical': 3}, {'ebike': 1}]",34,34,1,1,1,1669293453,3,1
908,13025,101017160,1,1,"[{'mechanical': 0}, {'ebike': 1}]",29,29,1,1,1,1669293650,0,1
909,12028,100933541,2,2,"[{'mechanical': 2}, {'ebike': 0}]",25,25,1,1,1,1669293526,2,0
910,9034,36391,19,19,"[{'mechanical': 13}, {'ebike': 6}]",2,2,1,1,1,1669293589,13,6
911,12035,100934967,2,2,"[{'mechanical': 1}, {'ebike': 1}]",30,30,1,1,1,1669293519,1,1
912,13010,284787594,6,6,"[{'mechanical': 1}, {'ebike': 5}]",32,32,1,1,1,1669293643,1,5
913,5115,1062783107,23,23,"[{'mechanical': 22}, {'ebike': 1}]",2,2,1,1,1,1669293605,22,1
914,10021,15309045,1,1,"[{'mechanical': 0}, {'ebike': 1}]",14,14,1,1,1,1669293674,0,1
915,41211,653086121,3,3,"[{'mechanical': 0}, {'ebike': 3}]",31,31,1,1,1,1669293264,0,3
916,44011,653139897,1,1,"[{'mechanical': 0}, {'ebike': 1}]",26,26,1,1,1,1669293644,0,1
917,12101,101011685,17,17,"[{'mechanical': 15}, {'ebike': 2}]",9,9,1,1,1,1669293630,15,2
918,21707,27415547,2,2,"[{'mechanical': 0}, {'ebike': 2}]",22,22,1,1,1,1669293647,0,2
919,4019,54000543,8,8,"[{'mechanical': 6}, {'ebike': 2}]",19,19,1,1,1,1669293665,6,2
920,8116,1015246367,0,0,"[{'mechanical': 0}, {'ebike': 0}]",25,25,1,0,0,1613934558,0,0
921,15129,1057765913,26,26,"[{'mechanical': 25}, {'ebike': 1}]",14,14,1,1,1,1669293435,25,1
922,3102,1062704564,14,14,"[{'mechanical': 11}, {'ebike': 3}]",23,23,1,1,1,1669293737,11,3
923,20015,221043930,1,1,"[{'mechanical': 0}, {'ebike': 1}]",32,32,1,1,1,1669293710,0,1
924,51001,1057234527,17,17,"[{'mechanical': 7}, {'ebike': 10}]",21,21,1,1,1,1669293200,7,10
925,8027,49498164,7,7,"[{'mechanical': 4}, {'ebike': 3}]",7,7,1,1,1,1669293652,4,3
926,2108,285001735,39,39,"[{'mechanical': 23}, {'ebike': 16}]",0,0,1,1,1,1669293526,23,16
927,15039,76121343,1,1,"[{'mechanical': 0}, {'ebike': 1}]",11,11,1,1,1,1669293675,0,1
928,21315,1057072168,2,2,"[{'mechanical': 0}, {'ebike': 2}]",22,22,1,1,1,1669293193,0,2
929,2112,1062685145,16,16,"[{'mechanical': 8}, {'ebike': 8}]",0,0,1,1,1,1669293533,8,8
930,6022,1056715831,10,10,"[{'mechanical': 8}, {'ebike': 2}]",11,11,1,1,1,1669293742,8,2
931,15006,101742129,5,5,"[{'mechanical': 4}, {'ebike': 1}]",32,32,1,1,1,1669293629,4,1
932,21402,1057360420,6,6,"[{'mechanical': 0}, {'ebike': 6}]",21,21,1,1,1,1669293446,0,6
933,11011,42907187,9,9,"[{'mechanical': 3}, {'ebike': 6}]",13,13,1,1,1,1669293577,3,6
934,41403,214119792,19,19,"[{'mechanical': 17}, {'ebike': 2}]",1,1,1,1,1,1669293588,17,2
935,23102,1057366813,7,7,"[{'mechanical': 2}, {'ebike': 5}]",24,24,1,1,1,1669293504,2,5
936,21303,37504995,18,18,"[{'mechanical': 17}, {'ebike': 1}]",12,12,1,1,1,1669293741,17,1
937,33014,131908132,10,10,"[{'mechanical': 7}, {'ebike': 3}]",8,8,1,1,1,1669293546,7,3
938,9007,49117995,0,0,"[{'mechanical': 0}, {'ebike': 0}]",19,19,1,1,1,1669293724,0,0
939,13052,125811629,18,18,"[{'mechanical': 9}, {'ebike': 9}]",23,23,1,1,1,1669293687,9,9
940,17024,102307005,1,1,"[{'mechanical': 0}, {'ebike': 1}]",22,22,1,1,1,1669293735,0,1
941,15127,1057753858,22,22,"[{'mechanical': 19}, {'ebike': 3}]",15,15,1,1,1,1669293684,19,3
942,13035,452341449,4,4,"[{'mechanical': 2}, {'ebike': 2}]",22,22,1,1,1,1669293661,2,2
943,15036,54000590,4,4,"[{'mechanical': 2}, {'ebike': 2}]",42,42,1,1,1,1669293601,2,2
944,10033,6298,1,1,"[{'mechanical': 0}, {'ebike': 1}]",20,20,1,1,1,1669293468,0,1
945,20105,27359295,22,22,"[{'mechanical': 10}, {'ebike': 12}]",8,8,1,1,1,1669293732,10,12
946,14032,54000587,1,1,"[{'mechanical': 1}, {'ebike': 0}]",30,30,1,1,1,1669293695,1,0
947,33103,81212212,0,0,"[{'mechanical': 0}, {'ebike': 0}]",22,22,1,1,1,1669293729,0,0
948,41401,653087914,5,5,"[{'mechanical': 2}, {'ebike': 3}]",19,19,1,1,1,1669293629,2,3
949,6002,41219552,22,22,"[{'mechanical': 16}, {'ebike': 6}]",0,0,1,1,1,1669293695,16,6
950,14031,101738550,1,1,"[{'mechanical': 0}, {'ebike': 1}]",20,20,1,1,1,1669293572,0,1
951,20044,54000622,1,1,"[{'mechanical': 0}, {'ebike': 1}]",26,26,1,1,1,1669293473,0,1
952,16019,82339935,7,7,"[{'mechanical': 6}, {'ebike': 1}]",28,28,1,1,1,1669293620,6,1
953,33012,27414713,15,15,"[{'mechanical': 10}, {'ebike': 5}]",14,14,1,1,1,1669293709,10,5
954,10019,54000564,5,5,"[{'mechanical': 0}, {'ebike': 5}]",24,24,1,1,1,1669293684,0,5
955,13018,13912564,17,17,"[{'mechanical': 10}, {'ebike': 7}]",8,8,1,1,1,1669293515,10,7
956,11033,27363337,22,22,"[{'mechanical': 21}, {'ebike': 1}]",7,7,1,1,1,1669293685,21,1
957,41203,100967498,1,1,"[{'mechanical': 1}, {'ebike': 0}]",48,48,1,1,1,1669293736,1,0
958,11001,39149651,30,30,"[{'mechanical': 23}, {'ebike': 7}]",18,18,1,1,1,1669293646,23,7
959,18039,43247025,0,0,"[{'mechanical': 0}, {'ebike': 0}]",18,18,1,1,1,1669293603,0,0
960,16005,70903158,10,10,"[{'mechanical': 2}, {'ebike': 8}]",13,13,1,1,1,1669293552,2,8
